seq,workload,strategy,tenant_id,key,latency_ms,output_rows,files,file_ranges,build_parts_cost,scan_cost,elapsed_await,finish_time
11750,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,f9ab54af-c50f-4fcb-8bf5-0988f25e5d27,299,7,82,584,12ms,615ms,54ms,296ms
11770,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,85f3a8a7-f4ad-4b23-9f52-d53f9aa17d98,44,6,82,585,9.9ms,100ms,29ms,39ms
11760,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,32f99f7c-983c-4310-a368-b0f251912f8e,218,14,80,583,10ms,554ms,145ms,213ms
11780,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,72afc10b-91da-491e-a3ac-2a049103eb0f,53,12,80,583,10ms,102ms,30ms,49ms
11790,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,aff05aef-3bb7-4985-af63-7f0f809325e0,182,16,80,583,10ms,540ms,173ms,177ms
11800,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,c992147d-ce02-460f-9925-74b450b760c9,74,12,80,583,10ms,118ms,56ms,70ms
11810,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,b181af9a-59c6-4aab-95ff-16da247eb940,73,10,82,585,9.0ms,194ms,43ms,69ms
11820,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,84bfd75b-2458-44b8-9a8d-ab041e327c5f,63,11,80,583,11ms,151ms,29ms,59ms
11830,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,ef69c1da-2616-4d54-aa68-32f94501f323,41,15,80,583,11ms,123ms,47ms,37ms
11840,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,30453506-5d8b-48be-8cb6-7beffcf34ee9,96,10,80,582,9.8ms,162ms,42ms,93ms
11850,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,1a243934-789c-44e6-9a0f-967fc02baf4b,77,12,80,582,8.7ms,111ms,62ms,73ms
11860,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,021a0ce7-2e5b-4cbb-9773-a6bc1569aa5b,40,12,80,583,9.1ms,99ms,14ms,36ms
11870,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,169c4355-54b6-45c4-9729-cce4c1b58fb1,194,11,82,585,72ms,414ms,98ms,190ms
11880,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,9d16ddd8-c583-4700-a08f-1a20fd99c7f8,116,11,80,583,42ms,114ms,30ms,112ms
11890,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,69ff432b-4a3f-4a1e-b9fd-88299002cb02,43,15,80,583,13ms,130ms,22ms,39ms
11900,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,5aaf39d9-d808-449e-bddb-91d0a774a809,110,12,80,583,10ms,195ms,44ms,104ms
11910,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,085b3de0-1f27-4976-a200-d6e9ea5beb09,121,9,80,583,12ms,309ms,129ms,116ms
11920,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,25ee77d8-c583-4923-910c-236834e254b0,37,11,80,582,10ms,50ms,13ms,33ms
11930,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,5a1fa55f-a422-41b0-ac1d-7506f602d059,105,8,80,582,10ms,241ms,56ms,100ms
11940,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,a1dc3551-35ff-4247-aad7-f355cb0bc604,93,20,80,583,10.0ms,224ms,79ms,89ms
11950,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,479c85fd-c2da-496b-a6d1-e2bce14d6741,77,8,82,585,11ms,136ms,28ms,72ms
11960,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,2172f9c3-2036-4628-a0eb-8008419979cb,69,9,80,583,10ms,239ms,43ms,65ms
11970,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,bad3bbc9-3b2d-43ae-8445-45b23e96fe7b,47,11,80,583,11ms,92ms,34ms,43ms
11980,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,8510b0d0-1cc6-4569-b610-2e3373009ee3,41,10,80,583,10.0ms,77ms,51ms,36ms
11990,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,b660b2c9-5196-441b-870e-3b51716e8998,152,11,82,585,11ms,277ms,149ms,148ms
12000,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,0dfbc960-6f0f-48b0-9a92-b26517697b05,88,6,80,583,9.9ms,209ms,41ms,80ms
12010,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,2e82bc3b-9b93-40fc-81e2-05f3af60b9c8,120,12,80,583,10ms,368ms,71ms,115ms
12020,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,cffa6173-83b5-4cba-ac1e-b1a563e4d0d6,148,12,80,582,10ms,410ms,76ms,144ms
12030,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,b0b72fcc-6359-4043-a1c8-7c12d17f53de,83,13,82,585,12ms,168ms,34ms,78ms
12040,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,9e6bca3e-0b78-4098-a77e-a044f9156a7a,116,15,82,585,39ms,375ms,94ms,113ms
12050,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,ef07e0a9-55e0-4c39-a83d-7d8d073a9d24,74,19,80,582,10ms,102ms,55ms,70ms
12060,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,a6bda128-bdb9-4159-80d9-b2cde66413e5,210,8,82,584,11ms,697ms,142ms,204ms
12070,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,4917c3ff-c73d-4e3d-84e9-d2378dfe11c8,60,13,82,585,12ms,73ms,40ms,55ms
12080,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,47b06bb4-2eb1-4041-b759-7ca4b0e91710,73,9,80,582,11ms,191ms,80ms,69ms
12090,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,9863510c-93d1-4060-9e7c-9696061fc79a,122,17,80,582,8.6ms,205ms,52ms,119ms
12100,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,00d3e571-1225-46c5-b314-a62573c74354,169,10,80,583,26ms,607ms,91ms,164ms
12110,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,ec3ddaac-7c4d-499e-812d-3fd5ed10e579,112,10,80,583,22ms,287ms,52ms,108ms
12120,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,61331177-8c14-4964-a155-06b1006617c6,126,8,80,582,16ms,304ms,48ms,122ms
12140,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,af5f8b50-8f90-43c6-8ef7-6b9921a8e0c9,31,5,82,585,9.9ms,42ms,17ms,27ms
12130,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,65571104-e561-4727-ad2d-42e0087a53e4,229,14,80,582,18ms,596ms,180ms,225ms
12150,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,fac5c3a2-6ebb-449e-8f35-d9a675f01a04,158,3,80,582,9.9ms,463ms,101ms,154ms
12160,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,cb2eaefa-1e53-4d64-919d-f31ddab35de7,114,11,80,582,22ms,304ms,79ms,110ms
12170,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,c846ea92-b9dc-4d6f-8170-0903c936e391,74,12,80,583,9.0ms,193ms,18ms,70ms
12180,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,5216ea1c-6043-4c35-b628-d3fe243e39e2,215,10,80,583,54ms,588ms,130ms,211ms
12190,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,47b134fa-505a-4b9b-8ab6-a41ecd0790e4,89,15,80,583,9.6ms,204ms,113ms,84ms
12200,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,5f65e9a7-713b-481b-80f7-8bed1f92624a,128,5,80,583,11ms,380ms,35ms,120ms
12210,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,f70385bd-7660-4638-a10e-f42d960d7190,184,9,80,582,12ms,438ms,108ms,180ms
12220,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,aa3e90d9-14cc-4a56-9182-1d977bbc8d4e,173,18,82,585,15ms,300ms,74ms,169ms
12240,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,3d875bb7-0acd-42fb-ba0f-ce76478895c1,47,9,80,583,9.2ms,107ms,12ms,43ms
12230,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,546030c2-696d-4a27-8d0f-04ae996f346c,195,8,80,583,13ms,614ms,112ms,191ms
12250,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,4e2356cd-73df-4816-951e-97cedb3dc103,104,11,82,585,40ms,288ms,44ms,100ms
12260,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,08374d6a-eb10-4a25-9930-4766d1070a0c,43,8,80,583,11ms,83ms,23ms,37ms
12270,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,47fb6180-e10c-4af7-afe9-5884e8123904,90,16,82,585,11ms,269ms,80ms,85ms
12280,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,15811535-43a6-4be2-a794-6ede72157beb,146,12,82,585,9.2ms,463ms,194ms,141ms
12290,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,089ea067-3720-4cba-896b-ff0041f55f67,95,14,80,583,11ms,274ms,111ms,91ms
12310,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,7fef9b53-65b4-4c7c-ab9d-925094720903,47,12,82,585,11ms,93ms,13ms,42ms
12300,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,fe5ee9d7-8cb3-44b7-a179-78fb9f27912c,156,8,80,583,15ms,490ms,177ms,152ms
12320,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,fb61d81f-3b66-4b9e-90a4-36a9ebc5eeb6,253,16,80,583,13ms,628ms,129ms,249ms
12330,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,a87b3132-1844-4c6e-b77f-f3b01f04c282,162,8,82,584,11ms,563ms,102ms,158ms
12340,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,91547ce8-ba2b-4e03-92b2-42ef83e63e07,166,10,80,583,12ms,429ms,197ms,162ms
12350,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,378f6237-382c-42a1-a706-1aea508978dd,158,11,80,583,9.0ms,407ms,160ms,155ms
12360,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,fc31accb-482c-40a7-9fce-aa07a3ff06cc,64,7,80,583,11ms,78ms,29ms,59ms
12370,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,dbff197f-4f4e-458d-b920-9271e2df8b0e,42,12,80,583,8.0ms,50ms,29ms,38ms
12380,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,252c40f5-5e3f-45b8-a78a-4f2342a60fd6,199,14,82,584,34ms,471ms,89ms,195ms
12390,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,bf7156e8-6407-420a-8043-dd437f328bab,215,5,80,583,13ms,559ms,126ms,210ms
12400,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,508ee6b2-b09b-409a-acca-79b17c449f03,161,11,80,583,16ms,369ms,87ms,157ms
12410,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,b5d144e3-dd4e-4653-8f5f-9e353a8edad6,47,9,80,583,12ms,143ms,61ms,43ms
12430,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,b03c61a2-25df-4390-a7c2-79c1d7fe1863,113,10,80,583,11ms,338ms,71ms,109ms
12420,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,2a6b5836-3da2-4e2d-8284-db19e8ef832f,253,10,80,583,11ms,697ms,54ms,248ms
12440,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,c6250cc5-ce68-4889-95d4-856053f189a5,102,5,80,582,9.6ms,230ms,120ms,97ms
12450,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,ab89df67-0d10-4cc8-844a-25deafc3fab9,105,12,82,585,9.7ms,240ms,37ms,101ms
12460,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,2f08ffc5-1b53-4187-88a5-553fa7adaafa,150,9,82,585,11ms,354ms,14ms,147ms
12470,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,65e89100-e95f-425a-812a-0b21a4c29a21,114,8,82,585,8.9ms,307ms,180ms,110ms
12480,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,2b499c22-28eb-48fe-8cf6-81bb27bf1d99,77,12,80,582,35ms,191ms,44ms,73ms
12490,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,dbd9b79e-3d0a-44bc-ba2b-d019e1f26787,102,17,82,585,10ms,271ms,60ms,99ms
12500,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,d9b35fb3-0ba3-4ca5-9724-11d14e974e62,221,14,80,583,11ms,540ms,95ms,217ms
12510,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,cb2938e4-eb2a-4343-8adb-604a81f258ae,189,15,82,585,11ms,272ms,39ms,184ms
12520,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,4f1d7a71-67a5-443a-a478-804d6b65fa3c,63,10,80,583,12ms,147ms,17ms,59ms
12530,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,4ccde7b5-9a1c-460d-888d-aadb04404d6e,41,14,82,585,12ms,118ms,41ms,35ms
12540,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,586ddb99-0f1e-4c51-90dd-2de8c8b0f671,106,10,80,582,8.6ms,237ms,142ms,102ms
12550,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,bd2460d7-6310-4fcf-ac06-28b051224867,133,9,80,583,9.9ms,308ms,55ms,129ms
12560,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,0b618ca7-0c2d-426d-ace8-9f89e789132e,149,13,80,583,13ms,526ms,97ms,146ms
12570,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,b559048a-4b88-449f-a730-46f912694273,104,11,82,584,11ms,137ms,49ms,100ms
12580,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,ad8fb0f9-60fb-4ede-8dad-c1eba0227112,56,13,80,583,12ms,142ms,62ms,51ms
12600,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,3b79a21c-7d1c-4a72-868e-69d27df7cbce,130,7,82,585,19ms,399ms,102ms,126ms
12590,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,4d07cb56-5b13-4010-8477-90d249705b84,290,8,80,583,12ms,978ms,173ms,286ms
12610,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,1be09c0c-98f6-434b-9bcf-93bdc02f0fb1,168,11,80,582,13ms,351ms,183ms,164ms
12620,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,cd24236a-df3b-48a2-a703-896a2a27aa00,36,8,80,583,15ms,75ms,40ms,33ms
12630,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,a1f6d3da-93ed-40cd-92f5-6169f303b2b3,41,14,80,583,13ms,76ms,48ms,37ms
12640,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,f4d72138-5b1d-4e10-945a-5e9da08d7fa5,125,15,80,583,11ms,278ms,48ms,120ms
12650,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,e5046e74-54a2-4f9a-b3b8-e53516bc8b41,228,14,80,583,15ms,557ms,125ms,222ms
12670,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,6fb879d5-6a5b-4d86-823f-1ec7ed876712,71,10,80,583,11ms,242ms,19ms,66ms
12660,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,914ad444-71cd-40f6-9927-e941086d3d05,279,13,82,584,33ms,881ms,164ms,275ms
12680,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,f8104fe5-2eb7-469b-b8f5-8e9e00e5c17b,163,13,80,582,10ms,516ms,90ms,159ms
12690,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,58ca9132-bb24-46f2-baf1-0e7de23b9f4f,95,3,80,583,11ms,116ms,14ms,90ms
12700,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,b0f2e17d-114e-40b4-ae81-0db39e73ecce,51,11,80,583,8.6ms,158ms,20ms,47ms
12710,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,9ea72f74-ee9d-4e62-bc3c-becbe29b91bf,40,17,80,583,12ms,52ms,28ms,36ms
12720,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,a23afc26-3fff-4120-b5c0-bf3ad7fa431c,104,8,80,583,33ms,336ms,39ms,99ms
12730,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,d7c2a333-8fef-4eda-ac96-5f283b54fc1b,69,13,80,582,12ms,186ms,35ms,64ms
12740,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,b71b6397-071e-49e2-a4c9-2f93d3d24c04,75,15,80,583,8.8ms,152ms,47ms,72ms
12750,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,9e92a12f-b0c1-4c2d-a749-69c079dbc8ef,125,7,82,585,9.9ms,195ms,129ms,121ms
12760,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,b06c54ae-fadc-4292-a0aa-833ed0c6d790,33,7,80,582,10ms,53ms,23ms,31ms
12770,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,55b0ecd3-212c-4dea-9ac8-fdfa0f781129,109,9,80,583,10ms,168ms,88ms,106ms
12780,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,c5aace0d-6eb9-4eb1-9b05-e699deaf2894,65,11,80,583,10ms,152ms,74ms,61ms
12790,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,a2338f2f-c33d-4ec8-86d9-c205a4ea4d2a,110,6,80,583,21ms,258ms,51ms,106ms
12800,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,9069f6a5-3bbb-4e70-96cb-9c1106a26ab4,115,13,82,585,10ms,185ms,97ms,109ms
12810,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,aa827dbb-68dc-4f18-8fba-30e325384d58,164,15,80,582,9.1ms,407ms,25ms,160ms
12820,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,2faf1f91-5cb5-4dcd-84ba-68fc6b15776d,66,12,80,582,10ms,109ms,30ms,63ms
12830,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,415d8223-27e9-471c-a404-af7f65592d5c,142,16,80,583,9.2ms,205ms,70ms,139ms
12840,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,5824dbb5-3a05-402d-8a73-1dd39257c666,60,8,80,583,9.6ms,79ms,13ms,56ms
12850,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,4817102e-ba84-4362-a221-d3ef2a36c3c1,74,6,80,582,9.7ms,221ms,39ms,69ms
12860,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,e9667a71-1098-4591-992a-4587704c3ff6,95,4,82,584,11ms,146ms,51ms,92ms
12870,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,0ed28d87-46ef-499d-86f9-75a5482bf822,103,12,82,585,11ms,262ms,83ms,97ms
12880,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,cd6b4d1e-147b-45c9-84b5-f9c289deb4dc,60,14,80,583,10ms,68ms,45ms,55ms
12890,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,651dd270-8a59-43c3-ac32-2a36892ff846,123,14,80,583,10ms,197ms,60ms,117ms
12900,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,e6e2fff6-8d41-4d73-95f3-2e993311d16f,147,11,80,583,9.2ms,411ms,198ms,142ms
12910,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,4c4bfe64-970c-4400-84b0-d18d88fb2fe9,148,10,80,582,9.8ms,241ms,85ms,143ms
12920,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,55650a73-5937-463e-a9d8-7e2cbcbd745f,115,14,80,583,30ms,291ms,116ms,112ms
12930,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,73746584-e6b0-41ac-926b-e8f9a11f8d7d,196,10,80,583,33ms,630ms,258ms,192ms
12940,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,41acd7c4-a853-4157-953e-4ba7d4929c63,67,13,80,582,10ms,114ms,18ms,63ms
12950,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,0798016c-f682-424e-a98f-db532e17da3f,97,17,80,583,30ms,273ms,57ms,92ms
12960,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,3c6611f4-8f88-42d1-98ff-c1002499d0f4,42,10,82,585,11ms,75ms,45ms,37ms
12980,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,e1d2ea46-68cb-4263-bf26-c7ae1ef42de8,43,18,80,582,9.9ms,68ms,29ms,38ms
12970,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,c03dc346-2e09-4e39-a3a4-c77d6399043b,232,7,82,584,11ms,673ms,136ms,228ms
12990,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,26e8c720-7621-47d5-aefd-9ac808155de8,63,8,80,582,9.0ms,130ms,64ms,59ms
13000,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,c18216a1-5373-44d7-8104-7858c0866ef9,151,11,82,585,9.1ms,454ms,116ms,146ms
13010,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,56603e05-86b8-4dda-ba2c-a7a5ec4c99a0,151,21,80,582,11ms,331ms,26ms,147ms
13030,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,5e3ee0c8-eff9-472b-a7b4-492d398aa9e5,43,10,82,584,11ms,127ms,19ms,38ms
13020,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,da4fe7ff-5329-4c26-9264-40ea482ba715,164,14,80,583,9.5ms,266ms,55ms,159ms
13040,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,0461029b-ddf3-4d3d-aecf-1725aaae15be,166,6,80,583,11ms,461ms,116ms,161ms
13050,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,5daee2a2-bde4-45c6-93af-4d604e01afc2,69,17,80,583,12ms,159ms,66ms,64ms
13060,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,0acb8229-fa67-41fe-8d8c-183a47479a13,130,8,82,585,11ms,220ms,56ms,127ms
13070,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,e7aaa678-ce6b-4735-83a2-a6e36408009b,147,16,82,585,9.9ms,415ms,189ms,143ms
13090,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,dbe5ebe9-bab8-4144-8423-4e51dfc6a5b8,37,7,80,583,11ms,53ms,26ms,34ms
13080,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,548323a1-4d1c-4196-89ef-403d1d6c639c,154,11,82,585,13ms,398ms,59ms,151ms
13110,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,8692baa0-8ed1-4274-bb90-5692bd02ec32,34,16,82,585,11ms,48ms,22ms,30ms
13100,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,a4e8e4b3-35e9-4212-b336-cade17de2e6d,161,17,80,583,9.9ms,215ms,42ms,157ms
13120,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,5db58d44-6ef4-40cd-9a34-2eadc781a3e9,118,13,80,582,13ms,298ms,53ms,115ms
13130,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,bc0e75d6-d2d7-4212-ae45-aaa4d24bdf72,95,10,80,583,24ms,289ms,119ms,88ms
13140,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,ca4a7a42-1e1b-4c68-b133-2d8a7b7957c8,169,13,82,584,11ms,453ms,186ms,165ms
13160,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,56d86510-fff5-4732-96f3-a5f6802bc0e6,43,16,82,585,15ms,86ms,17ms,38ms
13150,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,9f52be7b-1aea-49d1-83c2-7fb21c90c1c9,247,14,80,583,53ms,615ms,144ms,243ms
13170,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,5d8bb461-db4d-465d-989f-ec4085145821,114,9,80,583,32ms,313ms,18ms,110ms
13180,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,a18d0ef1-57ce-4b76-acd5-1d8e0d58137f,168,13,82,585,8.6ms,352ms,105ms,162ms
13190,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,a7f6dec8-9a7b-4286-8f0b-a1a668fd7f6e,63,11,80,583,34ms,177ms,94ms,59ms
13200,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,02c9cf2f-0050-4ed6-8c5c-c9174e950638,51,17,80,582,11ms,84ms,26ms,48ms
13210,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,d50ebdd1-4c17-4148-b33c-eb39263256e8,106,9,80,582,12ms,173ms,53ms,102ms
13230,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,138fdef9-cfaf-4253-8609-d63e158608c7,37,18,80,583,9.8ms,49ms,14ms,32ms
