seq,workload,strategy,tenant_id,key,latency_ms,output_rows,files,file_ranges,build_parts_cost,scan_cost,elapsed_await,finish_time
3360,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,b7c4d7dd-e1cd-4166-84a4-23957360f448,68,13,80,582,14ms,147ms,87ms,63ms
3370,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,c80eb50f-6d82-4a3c-a39a-b2b6ab9407b9,167,5,80,583,11ms,423ms,173ms,163ms
3380,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,9dbf4c5c-b36d-4e27-b8f9-11bca5465de0,207,13,80,583,10.0ms,287ms,156ms,202ms
3400,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,5eb3c857-6efb-4058-8ebf-d8c6d00c1091,42,19,80,582,11ms,80ms,39ms,39ms
3390,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,704b909d-89b9-4114-8dab-0a807de09a1d,211,12,80,583,9.5ms,401ms,61ms,206ms
3410,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,75c5fbf3-6c40-41cd-ad1a-b3e698df4815,86,11,80,583,9.1ms,154ms,55ms,82ms
3420,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,ebd293c6-3d76-4559-b755-8caf5c871f69,118,8,80,583,11ms,92ms,25ms,114ms
3430,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,038b2903-71a4-45aa-9ccb-0cf25f4025f1,100,11,80,582,9.0ms,307ms,15ms,96ms
3440,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,9fa82324-8ff2-42d0-b9bc-1d01e6143e25,66,19,80,583,12ms,140ms,59ms,61ms
3450,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,a348fc59-5c87-4ab0-b643-19ea150be5b3,45,9,80,583,12ms,136ms,18ms,41ms
3460,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,5fe81974-9f26-4ead-abfa-4dcbb41254bf,60,15,80,582,11ms,200ms,35ms,57ms
3470,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,6b9ca9dc-41f9-40aa-aa42-cc2781de65fb,67,11,82,584,12ms,94ms,21ms,63ms
3490,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,85ce80b5-709e-4689-a168-722b24a6f29e,88,11,80,583,11ms,182ms,44ms,84ms
3480,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,8a7e2f9a-73f1-401c-9604-cbdd1c7ae447,210,7,80,582,9.6ms,406ms,62ms,206ms
3500,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,0e57fb6b-94a5-4ed1-8aea-f56884bd0e03,75,10,80,583,11ms,165ms,30ms,71ms
3510,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,37f87b0c-6687-42ac-b5ed-68c8c21513c4,69,16,80,582,10ms,124ms,15ms,65ms
3520,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,839eeb0c-6c4e-44b4-94e2-ebf5177c00f9,90,6,82,584,10ms,199ms,24ms,86ms
3530,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,29fe860d-dfb3-4796-bcf2-9903d50c1f0e,133,12,80,582,11ms,264ms,46ms,128ms
3540,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,99e17c23-1add-430c-ba89-3468e368484b,52,12,80,583,8.9ms,117ms,20ms,48ms
3550,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,9cef5bb4-b41d-496a-8c3b-614310d43af7,157,18,80,583,12ms,283ms,72ms,153ms
3560,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,6622ba01-973d-444e-9cbb-662d7a99dc2c,63,12,82,585,11ms,176ms,59ms,59ms
3570,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,f70fce1f-b368-4694-8247-6e54b548a04b,170,13,80,583,23ms,486ms,221ms,165ms
3580,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,69ee194f-a8ef-436b-ab32-a507c2dcbc48,156,10,82,585,9.7ms,569ms,217ms,153ms
3590,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,b0d48e53-ad3b-456f-9b58-b544ab8c3b17,137,10,82,585,9.4ms,310ms,169ms,132ms
3600,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,6412821c-0b73-40ed-a67a-97cc826815d0,96,13,82,585,12ms,182ms,47ms,92ms
3610,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,f5a20deb-a303-45a6-a7f8-5e78525a5393,128,12,80,583,10ms,229ms,67ms,124ms
3620,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,0d6fe8ab-9142-4ee2-ae35-ce4aa35a26e1,184,12,82,584,9.5ms,364ms,16ms,180ms
3630,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,d1401deb-1ed7-4af6-a2c4-24ef33843904,113,14,80,582,10ms,359ms,72ms,109ms
3640,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,4b0ae949-0972-4ec0-8ccb-d7b047c13ef9,176,17,80,583,11ms,588ms,19ms,172ms
3650,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,2cd84334-1517-4bcf-a6df-ba670a07f953,119,15,80,583,11ms,268ms,64ms,115ms
3660,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,78e0ecb2-c4bc-4479-9dd1-22816531ce33,94,8,80,583,9.9ms,306ms,89ms,90ms
3670,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,5ee45098-4875-4c3a-879e-db57197a8bcf,83,7,80,583,12ms,211ms,38ms,79ms
3680,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,5cec9fa6-1339-41dd-9291-dfcb0e7d406d,73,11,82,584,11ms,229ms,73ms,70ms
3690,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,81a31f5d-a138-49f6-add4-1e91ec7701cc,164,12,82,585,10ms,283ms,59ms,161ms
3700,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,e3ef1320-598a-493e-9789-37a474662484,61,11,80,583,12ms,96ms,77ms,57ms
3710,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,19e09922-98f6-46b6-b478-925ced980b7e,92,10,80,582,9.7ms,285ms,55ms,87ms
3720,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,aaf7fcf8-0e1a-4574-9b64-54ae7193a856,78,13,82,584,9.7ms,108ms,48ms,74ms
3730,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,c365fef5-ba99-4222-b377-6b1a301295ef,53,20,80,583,11ms,101ms,32ms,48ms
3740,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,3e3f344a-6c65-4925-8452-afd93a6d9b93,80,15,80,583,10ms,128ms,40ms,76ms
3750,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,818a3bef-66db-4ce3-a307-56bf628d6d50,137,15,82,585,9.6ms,316ms,97ms,133ms
3760,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,d6a50490-4dea-410d-b7aa-4e6c610f4afc,66,10,82,585,21ms,112ms,27ms,61ms
3770,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,bab30b39-bce0-466e-b27c-afeec8cfa4d7,78,15,80,583,11ms,154ms,67ms,74ms
3780,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,13f0b890-903e-43c0-97c7-0a368437b2a6,66,12,82,585,10ms,201ms,8.3ms,62ms
3790,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,17e97fdf-283f-4e90-a316-b52fb4ffcaf0,34,14,80,582,11ms,70ms,23ms,30ms
3800,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,e03a2a56-9449-4710-abfe-911f4bc4bb49,82,7,80,583,11ms,200ms,14ms,77ms
3810,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,fe49465d-9e6b-49ae-a08a-7d8adec33bd7,88,10,80,582,10ms,195ms,71ms,83ms
3830,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,63caa18b-6afb-4b21-91bf-755fb275d4d4,59,16,82,585,12ms,134ms,44ms,56ms
3820,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,c3cf290e-ae6c-47f7-9dcd-0cd49e0225da,276,10,80,582,8.5ms,749ms,123ms,271ms
3840,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,b51fbc69-167d-4f08-a270-5c36576fe05f,194,12,80,582,9.6ms,637ms,330ms,190ms
3850,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,1ca10e3c-3eac-4811-85dd-c595597ccba9,143,12,80,583,12ms,322ms,89ms,138ms
3860,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,f14a8d53-e487-4f6b-9f51-0728ae1b8a7b,179,10,80,583,9.3ms,127ms,34ms,174ms
3870,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,e2962160-bb42-4641-9135-32dd33a313bd,49,3,80,583,10ms,99ms,26ms,44ms
3880,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,f006b497-243e-411b-aafb-b09ddafd040a,32,13,82,585,10ms,57ms,41ms,28ms
3890,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,e2f17ce2-5561-464e-900b-475872fa3bba,97,15,80,583,9.6ms,167ms,67ms,93ms
3900,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,b52ac765-1512-4856-9f26-63766a0ca413,40,10,80,583,10ms,68ms,43ms,35ms
3910,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,662065a2-b79f-4cc6-92f6-ee0d34d68baf,136,9,80,583,12ms,309ms,58ms,132ms
3920,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,c90f2772-e7c1-4a10-9455-3c8ddd5a1bff,85,7,80,582,9.8ms,249ms,89ms,80ms
3930,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,0e896a41-3b6b-483b-8539-be43cbb0d402,31,13,82,585,9.6ms,43ms,7.1ms,26ms
3940,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,4af25453-e7b7-4d71-bc42-77bcb6b023ef,82,12,82,585,11ms,203ms,77ms,78ms
3950,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,dbdf54c4-426c-4a84-9dc3-50e4061c0420,76,12,80,583,8.5ms,165ms,70ms,72ms
3960,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,ae06250c-052e-4f97-810d-2634af0b0338,33,15,82,585,10.0ms,60ms,39ms,29ms
3970,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,4d76810d-7d7e-4e70-876f-6a6f4a19eb62,95,9,80,583,9.8ms,193ms,32ms,90ms
3980,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,7b3c77fa-0e09-42fc-ab84-769610b8016c,146,8,82,585,26ms,477ms,109ms,141ms
3990,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,168971a6-83ca-4913-9cdd-4a208a543b86,98,10,82,585,11ms,175ms,53ms,93ms
4000,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,3f650dca-4b5f-4e70-aa4e-11dd552b1c17,127,11,82,585,20ms,306ms,44ms,123ms
4010,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,284ba99f-fa2b-47b8-aa17-e2e6425c4b79,77,11,82,584,10ms,186ms,104ms,71ms
4030,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,fb9aa015-9803-4278-b5a8-1de48e32bdf1,88,11,80,583,11ms,136ms,67ms,84ms
4020,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,50e40ca9-ad5c-465a-84ee-94a9d40a9800,243,9,82,584,11ms,481ms,184ms,238ms
4040,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,760f0b47-543a-40b1-a913-844ddf1c8f0a,68,16,82,585,12ms,55ms,21ms,64ms
4050,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,2f04857f-16da-4f1e-9ce9-b25733ed3728,162,8,80,582,11ms,299ms,51ms,153ms
4060,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,768bfa46-d5c6-458d-9eb2-c32fe8393969,52,14,80,583,12ms,100ms,46ms,49ms
4070,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,ad91be82-57d3-416a-9a07-e8b87796563a,40,14,82,585,9.6ms,77ms,51ms,36ms
4080,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,5e61750c-5187-49e3-8e22-5bd150432edd,118,8,82,585,11ms,143ms,33ms,113ms
4090,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,80f885ba-a480-4844-8f6f-f5cb0f977071,77,5,80,582,12ms,192ms,84ms,72ms
4100,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,50cd06fb-97e9-4e36-bd1b-6e79add66882,154,9,80,583,11ms,348ms,142ms,150ms
4110,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,3f9b7ebf-16e8-48c9-9a99-4954250237eb,91,4,80,583,10ms,304ms,26ms,88ms
4120,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,ff36bf11-b160-4a63-8138-acea7e0e13fb,184,12,80,582,12ms,526ms,237ms,180ms
4140,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,95fe0729-9a28-4841-b396-37fb666830d2,70,12,82,585,10ms,80ms,23ms,63ms
4130,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,56bc89b6-ba8c-4dc2-adee-d8233b525195,202,13,80,583,24ms,745ms,243ms,196ms
4150,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,154470f3-57e2-4423-9a1c-3ba98f584b5a,28,16,80,583,9.8ms,67ms,25ms,24ms
4170,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,21c929ad-dd41-4f51-bd5d-77cf1c945e62,47,16,80,583,12ms,78ms,26ms,44ms
4160,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,9cb6262b-57ee-4998-84a7-0d5298112b79,354,14,80,583,11ms,874ms,221ms,350ms
4190,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,0e8940d5-e7ee-45b1-9838-974d16b1d798,72,16,80,582,13ms,232ms,27ms,68ms
4180,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,30e72d07-97fe-4076-9288-4c13e26f6114,259,10,80,583,10ms,370ms,181ms,255ms
4200,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,5f1fee06-af75-48dc-b8cd-fbfa27d215fc,74,15,82,585,9.5ms,215ms,40ms,70ms
4210,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,b3119bf8-17a2-4fa2-ac41-58a9df50c351,35,2,80,582,8.6ms,46ms,22ms,32ms
4220,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,593f0e49-05c0-41a6-8a8c-ec7913b3e230,147,16,82,585,11ms,433ms,69ms,144ms
4230,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,fab05310-6ae6-49c2-b68f-30900c3f6380,197,12,82,585,10ms,486ms,168ms,193ms
4240,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,1329ada0-3c1d-454c-898b-92d31aa23f73,130,13,80,583,10ms,223ms,29ms,127ms
4250,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,7cb747fa-ab74-4397-ab27-32e65790751c,165,9,80,582,8.9ms,56ms,32ms,160ms
4260,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,9ce1b285-b1a0-4243-8a29-33c3d6c88146,44,11,80,583,9.5ms,112ms,31ms,40ms
4270,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,b6398515-2954-43fd-8c6d-23c97a54a6dc,110,8,80,583,10ms,209ms,21ms,106ms
4280,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,4b03022d-2eec-42fe-b03a-f30e7b39f123,70,12,80,583,16ms,190ms,39ms,67ms
4290,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,6e654a98-01a7-46a1-b837-c103d6528b9b,298,13,82,585,43ms,813ms,161ms,294ms
4300,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,cac4beec-946c-4c94-988d-6db69249d35a,146,8,80,583,9.7ms,534ms,83ms,141ms
4310,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,3270858c-c7ae-4793-90a2-429e22d2c712,131,11,80,582,11ms,200ms,133ms,127ms
4320,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,3575314a-9ace-40ac-af50-c9e9da25f8a3,72,12,82,585,31ms,98ms,41ms,68ms
4330,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,3e42273a-b5f5-4fb8-b852-06e8c61021d2,69,7,80,583,11ms,233ms,104ms,64ms
4340,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,4da5e0f0-7477-407d-891e-cb4244bb2bb2,108,18,80,583,11ms,192ms,60ms,104ms
4350,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,a2aa36e6-8377-46bb-8112-0974e3b83f92,85,15,80,582,9.7ms,143ms,21ms,81ms
4360,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,c5149acb-652b-4192-a183-ba0d649720c6,138,9,82,584,9.8ms,326ms,121ms,133ms
4370,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,ca0d8858-63d3-458e-92a7-6fd0d8aae788,83,8,80,583,9.9ms,71ms,47ms,80ms
4390,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,14d46787-8896-46c6-97aa-9803837eff84,73,9,80,583,12ms,111ms,18ms,69ms
4380,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,2d7e3280-c7df-4b12-8756-17402a2825c0,238,22,80,582,11ms,503ms,140ms,233ms
4400,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,4ac48373-b451-49f1-a012-457a2ad6c609,65,9,80,582,12ms,210ms,71ms,62ms
4410,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,c521d101-0202-4e14-83f4-ccde86d51ddf,47,16,80,583,9.4ms,119ms,64ms,42ms
4430,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,bb81a332-f76d-41b6-ac5e-aac657df09f4,56,9,80,583,13ms,158ms,67ms,52ms
4420,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,69e8b2f8-4276-4384-bb67-bfe9528f0d11,329,15,80,583,11ms,732ms,300ms,326ms
4440,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,45c6a5a5-8227-416f-b8d8-4ca6fd1ee903,66,16,80,583,12ms,176ms,87ms,62ms
4450,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,fbf329b4-334f-4d98-a800-0e3693f32782,140,7,80,583,11ms,394ms,114ms,135ms
4460,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,fa5cb848-eee2-4a61-9429-bc01ee750449,66,9,80,583,12ms,105ms,53ms,61ms
4470,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,cbe53ad4-81cb-41c8-97cb-ab51dc2e9185,77,19,80,583,12ms,151ms,63ms,74ms
4480,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,d57e6050-1a04-4b3c-84e0-2bfb119e4bab,90,12,80,583,11ms,157ms,75ms,86ms
4490,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,6701525d-9a89-4e4f-a17c-9cdbc67dce86,91,9,80,582,9.5ms,190ms,35ms,87ms
4500,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,7e563fde-2c61-40c7-89f6-11a7b7a02e79,167,17,82,585,10ms,366ms,90ms,163ms
4510,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,9c9db8f4-36cb-43cf-91fd-f6038d604ef7,50,12,80,583,10ms,107ms,24ms,46ms
4520,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,5aafdbc1-1a63-4b26-9302-84be89ad5f7f,65,12,80,582,10ms,185ms,64ms,62ms
4530,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,06fc60be-2415-4286-812d-4dc547d12d7b,54,5,80,583,12ms,89ms,36ms,48ms
4540,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,0101a905-918f-40a0-b5da-dc8174db7584,40,12,80,583,12ms,121ms,21ms,36ms
4550,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,f2833072-2ec1-4684-ba4f-57fec8cc678c,181,13,80,583,11ms,349ms,116ms,176ms
4560,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,78f02ba6-24a3-4478-a3c2-7cb75b325711,228,14,82,585,40ms,560ms,200ms,225ms
4570,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,d88bcccc-f6a4-469b-b969-8f3ba1e243f7,150,11,80,583,12ms,510ms,79ms,146ms
4580,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,56066d7a-83d1-45b1-a5ce-341b33c85961,85,7,80,582,8.8ms,192ms,57ms,81ms
4590,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,a984a5f7-3373-4fc1-a4a7-5a32cd23ffc5,46,6,82,585,10ms,91ms,22ms,42ms
4600,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,f3ec7542-0363-4c5d-a1cf-c0b79223b5f5,105,11,82,585,12ms,277ms,80ms,101ms
4610,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,f78944a7-c1e5-4d17-97ac-3806a0257ca1,222,8,80,583,33ms,530ms,116ms,218ms
4620,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,dc8531df-7043-48be-afb0-3f9e33350e41,178,14,82,584,34ms,426ms,131ms,173ms
4630,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,cf156082-2385-41c1-ba63-370c3576578e,141,10,82,584,10ms,444ms,225ms,137ms
4640,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,5a93e2ca-180e-4a34-9b15-6321818681eb,167,16,82,584,35ms,465ms,114ms,162ms
4650,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,dc12a0fb-60fa-41b0-8e54-e688d2464673,66,20,80,583,8.9ms,145ms,21ms,62ms
4660,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,64fa40bb-e1e8-40ec-8e61-c35f2a9b83e4,66,10,80,583,9.3ms,114ms,41ms,63ms
4670,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,a54f1dfd-2021-4ff9-abd0-9e6a0e9f8397,73,16,80,583,10ms,197ms,82ms,69ms
4680,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,16a18e13-326b-472b-85b8-3d8d9319b39e,138,14,82,585,11ms,391ms,90ms,133ms
4690,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,f2232559-3024-4730-9e29-2262ac0a073b,42,10,82,584,9.8ms,124ms,27ms,38ms
4700,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,69423407-e3f0-424a-91a1-6bf578e35ff2,57,12,80,583,10ms,125ms,32ms,53ms
4710,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,20df1653-ed1d-4859-bae1-a16f1a3eb73c,145,13,80,583,33ms,540ms,100ms,141ms
4720,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,1b92c010-d654-4bbf-b1cb-63826a59a392,62,9,80,583,9.1ms,153ms,38ms,58ms
4730,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,58a9f039-9030-4533-af72-23dbf7dbd3e2,92,20,80,582,11ms,253ms,124ms,87ms
4740,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,b5313a79-8189-4c7d-bcd0-11e389e12b9a,124,11,82,585,12ms,323ms,81ms,119ms
4750,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,70920e22-5a18-4e5d-a11f-eaaf118de48d,46,20,80,582,11ms,73ms,23ms,42ms
4760,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,75f4b4f0-5bfa-45bf-901c-116ae5e8a59a,63,9,80,583,34ms,166ms,37ms,60ms
4770,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,114f32e5-7ee7-49d1-aaf7-0ea87bb83c4d,40,16,82,585,12ms,121ms,17ms,36ms
4780,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,e6988c02-b0a5-4f4d-b0e7-4609567fca0b,106,11,80,583,11ms,279ms,155ms,101ms
4790,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,97177918-1f77-4c3b-a704-4ee0701337f8,63,7,80,582,9.2ms,116ms,28ms,59ms
4800,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,f47bcee8-93c4-4bcc-b8cd-352d8cb6fbc5,87,10,82,585,10ms,200ms,60ms,83ms
4810,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,4841dd89-5fe0-42e5-a8d8-8a3a609957b3,133,10,80,582,9.6ms,329ms,59ms,129ms
4820,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,d4f000e3-1c84-4e74-b3c9-9fc067399f23,71,12,80,583,27ms,148ms,48ms,65ms
4830,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,a0839aea-d5d7-4c71-b824-371918a7adf3,68,7,82,585,10ms,208ms,29ms,64ms
4840,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,a8558840-788f-451a-9b6e-7815333bf055,77,10,80,583,13ms,204ms,62ms,73ms
