workload,strategy,scenario,concurrency,durationSecs,count,errors,p50,p90,p95,p99,throughputQps,throughputMbps
w2-1vu,a,s1,1,120.005,15560,0,7,10,11,18,129.66126411399526,21.647389692096162
w2-10vu,a,s1,10,120.006,125641,0,7,11,13,62,1046.9559855340567,171.83757478792728
w2-50vu,a,s1,50,120.008,186785,0,30,46,57,83,1556.437904139724,253.79616358909405
q-time-1h-10vu,a,s1,10,120.059,18808,0,62,125,145,182,156.6563106472651,0
q-time-24h-10vu,a,s1,10,120.074,18424,0,63,130,150,189,153.43871279377717,0
q-time-7d-10vu,a,s1,10,120.089,17115,0,61,141,164,204,142.51929818717784,0
q-id-10vu,a,s1,10,120.077,23421,0,39,99,115,151,195.04984301739717,0
q-conv-clustered-10vu,a,s2,10,120.98,751,0,1349,3167,3666,4931,6.207637626053893,0
q-conv-scattered-10vu,a,s2,10,121.432,738,0,1346,3301,3890,4886,6.077475459516437,0
w1-1vu,a,s2,1,120.062,2674,0,44,64,66,92,22.271826223118055,0.4824007596075361
w1-10vu,a,s2,10,120.059,20427,0,58,84,90,116,170.14134717097429,3.665659384136133
w1-50vu,a,s2,50,120.117,36259,0,163,240,259,293,301.86401591781345,6.524581866013969
q-time-1h-10vu-s2,a,s2,10,120.035,36721,13,30,51,60,80,305.91910692714623,0
q-time-24h-10vu-s2,a,s2,10,120.035,32212,10,35,57,67,89,268.35506310659395,0
q-time-7d-10vu-s2,a,s2,10,120.047,22997,4,44,89,104,137,191.56663640074305,0
q-id-10vu-s2,a,s2,10,120.337,7231,0,126,370,459,624,60.089581757896575,0
m1-1tenant,a,s1,50,300.118,40891,0,359,584,651,795,136.24974176823784,0
m2-5pct,a,s1,50,300.161,80028,0,164,435,498,609,266.6169155886341,0
m3-50pct,a,s1,50,300.054,229969,0,42,153,195,275,766.4253767655156,0
mixed-10vu,a,s1,10,900.163,103399,0,73,163,201,314,114.86697409246992,2.032410352347297
mixed-50vu,a,s1,50,900.193,266255,0,90,344,511,1528,295.77546148437057,5.220530264065594
mixed-100vu,a,s1,100,900.179,321400,0,140,391,1036,3000,357.04009980237265,6.128736395761288
