workload,strategy,scenario,concurrency,durationSecs,count,errors,p50,p90,p95,p99,throughputQps,throughputMbps
w2-1vu,b,s1,1,120.003,15880,0,6,10,11,17,132.33002508270627,21.332008366457504
w2-10vu,b,s1,10,120.008,136675,0,8,11,13,41,1138.8824078394773,186.64743183787746
w2-50vu,b,s1,50,120.016,180506,0,31,49,60,90,1504.0161311825088,247.6672693640848
q-time-1h-10vu,b,s1,10,120.424,1154,0,980,1482,1675,2015,9.582807413804558,0
q-time-24h-10vu,b,s1,10,120.379,1169,0,988,1405,1552,1942,9.710996103971622,0
q-time-7d-10vu,b,s1,10,129.923,107,0,11739,15436,16089,17730,0.8235647267997198,0
q-id-10vu,b,s1,10,180.941,10,0,156549,180941,180941,180941,0.05526663387513057,0
q-conv-clustered-10vu,b,s2,10,164.314,33,0,41971,62125,66047,76829,0.20083498667185998,0
q-conv-scattered-10vu,b,s2,10,163.823,36,0,38201,69755,76931,85454,0.21974936364246778,0
w1-1vu,b,s2,1,120.006,2829,0,42,60,63,82,23.573821308934555,0.5059797010149493
w1-10vu,b,s2,10,120.068,19111,0,61,90,104,143,159.1681380551021,3.4357314188626447
w1-50vu,b,s2,50,120.131,34709,0,170,253,274,318,288.92625550440766,6.254180852569278
q-time-1h-10vu-s2,b,s2,10,120.065,28362,8,40,59,67,86,236.22204639153793,0
q-time-24h-10vu-s2,b,s2,10,120.03,28409,11,40,59,67,85,236.682496042656,0
q-time-7d-10vu-s2,b,s2,10,120.053,13278,0,79,149,178,243,110.60115115823845,0
q-id-10vu-s2,b,s2,10,135.392,66,0,18785,46075,47070,54391,0.4874734105412432,0
m1-1tenant,b,s1,50,300.663,8732,0,1670,2312,2574,3158,29.04248277972348,0
m2-5pct,b,s1,50,300.716,9415,0,1541,2148,2391,2921,31.30861011718698,0
m3-50pct,b,s1,50,300.359,9327,0,1565,2178,2430,2946,31.052840101345392,0
m4-50pct-b,b,s1,50,300.68,9435,0,1541,2160,2385,2924,31.37887455101769,0
mixed-10vu,b,s1,10,1011.402,359,2,105,128973,185120,215397,0.354952827856777,0.006482091196181142
mixed-50vu,b,s1,50,1185.213,378,0,529,903524,996090,1025984,0.3189300151112079,0.003947138615590615
mixed-100vu,b,s1,100,1411.305,538,0,2179,1030426,1080037,1166864,0.3812074640138028,0.005938475382713163
