workload,strategy,scenario,concurrency,durationSecs,count,errors,p50,p90,p95,p99,throughputQps,throughputMbps
w2-1vu,b,s1,1,120.003,17004,0,6,9,11,15,141.6964575885603,23.307458980192163
w2-10vu,b,s1,10,120.007,116820,0,9,13,15,34,973.4432158124109,160.50113743364972
w2-50vu,b,s1,50,120.025,184917,0,30,47,58,83,1540.6540304103312,252.23111851697564
q-time-1h-10vu,b,s1,10,120.488,1070,0,1068,1587,1794,2188,8.880552420158024,0
q-time-24h-10vu,b,s1,10,120.361,1089,0,1045,1598,1784,2072,9.047781258048703,0
q-time-7d-10vu,b,s1,10,120.902,329,0,3521,4894,5687,6810,2.7212122214686274,0
q-id-10vu,b,s1,10,136.117,0,15194,0,0,0,0,0,0
q-conv-clustered-10vu,b,s2,10,162.103,46,0,27191,54924,56471,57612,0.283770195492989,0
q-conv-scattered-10vu,b,s2,10,158.215,46,0,23319,47649,57896,74810,0.29074360838100055,0
w1-1vu,b,s2,1,120.013,2351,0,51,73,76,80,19.589544466016182,0.41863964737153475
w1-10vu,b,s2,10,120.117,22522,0,52,77,82,111,187.50052032601545,4.048153050775494
w1-50vu,b,s2,50,120.115,41044,0,139,223,255,338,341.7058652125047,7.391977688048953
q-time-1h-10vu-s2,b,s2,10,120.045,46086,20,23,40,48,70,383.9060352367862,0
q-time-24h-10vu-s2,b,s2,10,120.017,47122,17,23,39,46,64,392.6277110742645,0
q-time-7d-10vu-s2,b,s2,10,120.037,22240,0,45,88,109,165,185.2762065029949,0
q-id-10vu-s2,b,s2,10,140.25,69,0,13667,43593,58973,69575,0.4919786096256685,0
m1-1tenant,b,s1,50,300.936,8987,0,1635,2209,2399,2844,29.86349256984874,0
m2-5pct,b,s1,50,300.535,9018,0,1631,2189,2372,2798,30.006488428968336,0
m3-50pct,b,s1,50,300.721,8776,0,1686,2230,2415,2852,29.1831963846888,0
m4-50pct-b,b,s1,50,300.566,8896,0,1653,2201,2403,2832,29.597492730382015,0
mixed-10vu,b,s1,10,900.743,1952,56276,126,423,708,1359,2.167099827586781,0.1695795582091673
mixed-50vu,b,s1,50,917.421,5424,61350,1392,4682,6751,11642,5.912225684827358,0.2545684042549713
mixed-100vu,b,s1,100,904.702,3604,48253,4571,7575,8955,28403,3.9836321794358804,0.17116464869095016
